# Constructed from biom file
ASVID	A50P1R1	A50P1R2	A50P1R3	A625P1R1	A625P1R2	A625P1R3	SCR1	SCR2	SCR3	SoilR1	SoilR2	SoilR3
da7cd6c9a2fc7d0614bd5da03bf1e644	11400.0	4084.0	7734.0	1751.0	8746.0	2019.0	4317.0	3963.0	4472.0	0.0	0.0	0.0
a0d03ba5342c2c82ac244c0c5ef28b92	0.0	0.0	0.0	0.0	0.0	0.0	14145.0	11049.0	13722.0	196.0	131.0	215.0
dfb4b23d1c7a0f30f1f79476f50201e0	9115.0	3916.0	4457.0	1176.0	5516.0	1841.0	3697.0	2805.0	3382.0	0.0	0.0	0.0
afb2f933b8a01130b7a8ad25a89d7ac7	67.0	1046.0	64.0	8793.0	8051.0	7634.0	831.0	796.0	613.0	0.0	0.0	0.0
21be5a6f359851b100153b2f23f41f4a	0.0	0.0	0.0	0.0	0.0	0.0	8761.0	7886.0	10162.0	0.0	0.0	0.0
20a3dff2e8b04a513c343ba79dadec94	5661.0	4153.0	3887.0	1018.0	7572.0	2626.0	460.0	599.0	669.0	0.0	0.0	0.0
f4d390a1eec4fb988b1595fc8590adb4	5151.0	1680.0	3417.0	567.0	2907.0	707.0	2743.0	2789.0	3096.0	0.0	0.0	0.0
90076bc22c0ec7c1e624cb051b9049d4	77.0	596.0	123.0	4079.0	7870.0	4942.0	1252.0	1193.0	1200.0	0.0	0.0	0.0
5d32eb005c16ebd47c3cf5d210b842d1	74.0	2990.0	0.0	2691.0	6995.0	3646.0	912.0	701.0	757.0	0.0	0.0	0.0
c10f59e60de49d0cd4c3c8dac532c479	908.0	1369.0	808.0	1124.0	2658.0	1430.0	1103.0	839.0	869.0	0.0	0.0	0.0
c31be2c7184ec38f2ed5ca452b90cdce	0.0	0.0	0.0	0.0	0.0	0.0	3593.0	2840.0	3116.0	0.0	0.0	15.0
2a912300a70f985f2df786cb0dd145dd	12.0	101.0	0.0	202.0	199.0	166.0	2506.0	2308.0	2832.0	0.0	0.0	0.0
f7f304664dddd3e8b3c3be217507c9bd	0.0	0.0	1811.0	0.0	0.0	0.0	1806.0	1380.0	1574.0	123.0	87.0	136.0
12b8d9bb639c758338b0b1b57718ecf0	0.0	0.0	0.0	0.0	0.0	0.0	2284.0	1638.0	1355.0	0.0	0.0	0.0
99cf1750a54711e2bce46394da8df914	0.0	0.0	0.0	0.0	0.0	0.0	1746.0	1653.0	1718.0	36.0	0.0	0.0
51521b7c26313e7b8b723e84094d17ed	4.0	37.0	0.0	290.0	136.0	227.0	1413.0	890.0	1123.0	0.0	0.0	0.0
22c76bdd01c7212aba6d65cffcb9d6fc	720.0	378.0	443.0	278.0	266.0	371.0	529.0	537.0	528.0	0.0	0.0	0.0
f3209ec09158a6212f1aaa2827a3bc84	0.0	0.0	0.0	0.0	0.0	0.0	1467.0	1174.0	1351.0	0.0	0.0	0.0
cd7b67622c6952c9fb2ccd468f0caa5a	0.0	0.0	0.0	0.0	0.0	0.0	1342.0	1171.0	1477.0	0.0	0.0	0.0
b8573db111c30c47478e2693e0ca8968	0.0	0.0	0.0	0.0	0.0	0.0	1396.0	1064.0	1270.0	0.0	0.0	0.0
4929313483be54c04536c40c13cf8d8f	0.0	3.0	0.0	0.0	0.0	0.0	1678.0	884.0	1005.0	0.0	0.0	8.0
ef289d460d88b8bf99288c9ccafa3de4	0.0	17.0	0.0	0.0	16.0	0.0	1218.0	946.0	1315.0	10.0	0.0	0.0
2f4a2b08eec8d8d5f66dc0d20552881f	0.0	0.0	0.0	0.0	0.0	0.0	1377.0	863.0	1033.0	4.0	0.0	0.0
d8a08e8290a8c8eb32afa01678526a5e	0.0	73.0	0.0	238.0	82.0	178.0	829.0	804.0	805.0	0.0	0.0	0.0
1a7a971d3bcf21592d1ebabf35d100fd	0.0	30.0	6.0	417.0	143.0	66.0	861.0	614.0	764.0	0.0	0.0	0.0
431ad274211ed45798fc0ae4775d935b	0.0	0.0	0.0	0.0	0.0	0.0	1044.0	845.0	679.0	0.0	0.0	0.0
c62cf6fee777e84702eedfa064a9e1ef	0.0	0.0	0.0	0.0	0.0	0.0	800.0	675.0	692.0	0.0	0.0	0.0
bc0112a226e67df4681701fa8df11747	0.0	22.0	0.0	0.0	0.0	28.0	149.0	106.0	140.0	516.0	321.0	660.0
83eea7ede2e6b425b64784c49b69b1ca	0.0	0.0	0.0	17.0	19.0	0.0	685.0	467.0	475.0	0.0	0.0	0.0
0a0ff828fb72efcb57bea6d85705f021	0.0	0.0	0.0	0.0	0.0	0.0	549.0	482.0	578.0	0.0	0.0	0.0
c6f61b95201848ba396fcf8f9f393bd8	0.0	0.0	0.0	0.0	0.0	0.0	492.0	439.0	389.0	86.0	70.0	124.0
9a3e272dbc1c0a2fe70f3b19e1f33110	386.0	150.0	99.0	43.0	96.0	36.0	243.0	210.0	273.0	0.0	0.0	0.0
1de65d52f215357e5fa458896185204e	0.0	0.0	1265.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
6d26fdc347418dd6323ed01ad56d3a82	0.0	0.0	0.0	0.0	0.0	0.0	373.0	322.0	327.0	0.0	0.0	0.0
069d61f012c1628d71339eaef3f6604f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	169.0	533.0
a0623c9d9225f9a0cca26148cbbee7ff	0.0	0.0	0.0	0.0	0.0	0.0	381.0	251.0	278.0	0.0	0.0	0.0
0a63a7d2543ae3e831c8991888bee0e1	0.0	0.0	0.0	0.0	0.0	0.0	293.0	206.0	328.0	0.0	0.0	0.0
90c4ea6a2bd0c1183dd4ab5ed179dbf9	0.0	0.0	0.0	59.0	41.0	0.0	269.0	227.0	203.0	0.0	0.0	0.0
13b1eda47a2b93d1d45e7bb10dd412b1	0.0	41.0	4.0	40.0	86.0	43.0	280.0	155.0	149.0	0.0	0.0	0.0
ab6a2446d56f9061879d8896e64f1a45	0.0	0.0	0.0	108.0	0.0	0.0	183.0	217.0	266.0	0.0	0.0	0.0
faffbb265034dc915495de3d18fc8546	0.0	3.0	0.0	0.0	0.0	0.0	231.0	234.0	273.0	0.0	0.0	0.0
596284f30f6dd7cfbbce29bece0a5ebe	0.0	26.0	0.0	7.0	6.0	7.0	236.0	201.0	182.0	0.0	0.0	0.0
ff813886b6b61559dac3aa80134cdd33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.0	119.0	263.0
0a8f178dfb8da47b79d1197d09388268	0.0	23.0	0.0	0.0	0.0	0.0	208.0	171.0	201.0	0.0	0.0	0.0
3077f6f8402ecd8f689962a848a4b6aa	11.0	0.0	0.0	0.0	0.0	0.0	240.0	157.0	171.0	0.0	0.0	0.0
15d69f7f44e8803ba7adcb9bf41e55dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	128.0	269.0
1f36a08dcaee9eefbf0a65575f6463ed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	274.0
0add8a14cd2f1bacea2ff1c7a18279c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	65.0	289.0
0c457766cb8f9280f31e57ac199585d7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	107.0	239.0
bb4e6559fdb1f5e2f2690cf27695f918	530.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8800223402391a0c7da04189f00015c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.0	71.0	187.0
7863e499e498fe835c5c5a74c19e0568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	109.0	185.0
25ae649a4a81db6936d2ff67e76613de	0.0	0.0	0.0	0.0	0.0	0.0	186.0	168.0	150.0	0.0	0.0	0.0
fe7f451d5ab6c27e2ab00903f7a6c125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	86.0	227.0
9ef44b54b4f7debffc0ae5dab602fe6a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	80.0	237.0
2308feedf9f9c28a9e4f646f532195e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	116.0	181.0
fcad212ec9ca292f4e0f19dbad8caec4	0.0	0.0	0.0	0.0	0.0	0.0	85.0	72.0	76.0	40.0	42.0	82.0
7ebc760ff25210d2e3fa9700782d097c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	90.0	138.0
a01df357b1da120c5070bf1fc09ef7c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	44.0	215.0
94188546ed8a3c0fa12261769f644d52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	99.0	138.0
faa82d0af23fc451f0fc0542228b9881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146.0	89.0	129.0
47dca9a03b89a72e19bad7ffcf5313ed	0.0	0.0	0.0	0.0	0.0	0.0	101.0	130.0	129.0	0.0	0.0	0.0
cdca7b47c6a94c0cd4533d4f0567c98d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	68.0	203.0
7beb6afb10d4a33729f38eae58eb86fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	63.0	172.0
666bd685546bcb573cc22a580883080e	0.0	0.0	0.0	0.0	0.0	0.0	110.0	86.0	143.0	0.0	0.0	0.0
35f790f1b8141df0ca3ef7533f0fd3c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	48.0	155.0
d0eb2c54a8849219164610d6d40b8f31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	73.0	149.0
b742ee507aa9221aa36c710ad40a508e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	40.0	140.0
c341757418171ab0183f205c50ddefdc	0.0	0.0	0.0	0.0	0.0	0.0	88.0	119.0	110.0	0.0	0.0	0.0
1a9b725f5b9dbcd573b39ed2df778a07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	67.0	127.0
60ca3dd8b2d6364a96b1a78749fcb3e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	38.0	158.0
16bf6bd22c0f742c65da4d82cecb5b36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	58.0	147.0
706cce28ef6f5d4fd0427280acb4dadc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	56.0	148.0
6e7604ec6f61c2fee0d97a8d8b3d057d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	205.0
c65fe931530c08a2f34564ce0821dac1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	62.0	101.0
0b14d8e2dc0ed39c7c7ef5c6bc5003d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	50.0	162.0
9578bf3ce2ffec7b2d6d128e0e8a308f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	32.0	138.0
c1a9de807beef2683adfeb565d83ed0d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	55.0	86.0
6d707baa06fcbe778e362bd9d26e1cc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	64.0	118.0
80a7e9a9d8f94a5df272a3e3b21958be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	36.0	127.0
1fe9bcb64e8e6983472d5b90eeae0e74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	62.0	104.0
22fcd5fdf99838ba81912e24fe920c3e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	60.0	99.0
4c98f3f8c6b2a2c2d4dd37835fbce8ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	50.0	123.0
6d66e88edf2a2518f17d9dc4a9ee70c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	67.0	85.0
7b3842d814b35a587aac53ad43c154c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	44.0	116.0
7e742dba3cac876bd19eaefcb98f4198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	46.0	72.0
b65d09804c422370ff8907a19d0af13d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	63.0	115.0
f0182c61ebbe9d364d47a60a4cae2c12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	58.0	82.0
09e8d57809412d2c9f40b573548772d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	56.0	96.0
590e87c3962a90ed9bd4573711d341ed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	72.0	109.0
2dae88aa851929161de1867bd6c673fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	52.0	84.0
cdc0be6cabb72d755fe859fc3763fbaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	80.0	97.0
81de9adc50e2c36ebdffe4a49c8d3e4f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	66.0	88.0
0a405b8004633705bda834f4aba045cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	21.0	141.0
39c206a77ea47122aed9070a066a15f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	53.0	91.0
55e29e8099224e4e3ab4359282ba5d70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	47.0	126.0
2e5e8fb9e810c1934d389187dd15c459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	42.0	122.0
2d822a2df8a6428dfd61f898bde360b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	53.0	83.0
0a76f87db5f851ffb918128d06b86dad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	36.0	110.0
065af9a6af8823779856686f15655036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	42.0	83.0
e10060747dc464a2c8b2ae2285d58860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	60.0	72.0
0def5d01974bc7322693d79b2c7e124c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	37.0	110.0
78f10fe79f2029252b2063bae2957a36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	50.0	111.0
26d81ebccff2f71c838ef248819863d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	28.0	97.0
59bf1591f5f543e806902cad7398bf75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	25.0	93.0
258ca31ae90f642179b91cf8ba74807a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	64.0	87.0
98461c86b9cf37f7607ee68379bc24af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	24.0	102.0
03162779a387941e5fa2efa62f9eb24e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0	30.0	61.0
b37b0dad193d8a26bb3e376a5bf40e17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	30.0	107.0
5f33f84217ab46f2a7d357cfc9cafc77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	28.0	91.0
d27b1f957d507023d983c043e76609b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	46.0	75.0
6997da2698f583e0a97764a76fa0c11d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	53.0	57.0
df8dca48cecadfc9b69bec1890eb8646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	47.0	76.0
3158b971d5e23961d830184fee027ae7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	49.0	90.0
28ee26fe34fa469c8bcb98eaa48388e9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	14.0	130.0
bced40427c4801df131f0632885aa329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	19.0	117.0
eab6cec10d917c6fcda089934928821f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	30.0	111.0
fe9b7dfefe4a401b0540dedaa0ed90fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	32.0	99.0
41c7faa50e30b980db1cd6dd44a6e7cf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	27.0	80.0
805c9d666fc886915aa2dd22b84f8e8f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	49.0	27.0
8f7cfb758567c5e32667d492b582ccde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	44.0	61.0
bed616763a90898fcddf08c1cd178215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	47.0	89.0
92f60824fee307af66491d671714c029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	38.0	53.0
761b763977855d6cbf30782e944e3f65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	26.0	101.0
3aff84b9ca4f608791de878a14f5bd6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	28.0	86.0
64bd355168a5206ef117c09ca9aff981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	34.0	78.0
89ca7dbab4127723c6c82b07fe2f46be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	28.0	88.0
262a1d8675af67205bcec4557817ad98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	21.0	82.0
ab88f4965a438fe8edad0c9fd6fd1cbc	0.0	0.0	0.0	0.0	0.0	0.0	62.0	65.0	40.0	0.0	0.0	0.0
01fe32df0f884f11c8be78686852927a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	23.0	76.0
44f771edee9c707834e887b4b7b20862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	33.0	96.0
b2a0ab3d204a2ce4fb684b8049a0a88e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	62.0	0.0
180358d73d92db5d79dce762300896e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	34.0	88.0
fa4af46f520c16e92e8daca216724499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	20.0	81.0
9ddb1b4363e0a3dc419eab2b2137bad6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	26.0	58.0
0dc1103da764ad991a602a5b073d02f6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	83.0
3ece75a5940105e558050bbe572170d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	32.0	75.0
33e2ac5f16c3dc3edf12277bb8f06c50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	106.0
23a845fda1cec8ec48263b588fa2fadb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	101.0
3fd26a4bae90c6482697cefe88c896a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	22.0	50.0
dd5d929eb8100d80c8ec8db279d8c262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	28.0	70.0
627dc9e4a76c610ac3c271679fd82b25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	31.0	62.0
146685ee9d8f3ab470718816ecdc2870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	27.0	67.0
71018bd9f5cd9b502de2b45cc4a9fe1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	38.0	67.0
7072ef5a8f79f5b7cfb294a73f4750b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	40.0	54.0
11262e285d684df0e251fe799c6822f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	17.0	81.0
5b935d18d1f6aa13526313267e90db1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	27.0	72.0
05803f48eb9fa3aa750b9aefe86950f5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	18.0	84.0
395d943cdf9caf8a6b2312ee46941511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	29.0	45.0
6ec917dabe98c242ed41f7fd5af16fec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	32.0	62.0
8655b7438639999f8e15546ce74307f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	34.0	56.0
9bde18ea14e1cc698e3520e3fb4a820f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	36.0	62.0
4195eabcbe956388e1c99e13d9b6f230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	0.0	60.0
b3285df9860255504adcfe287eb91f7c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	38.0	50.0
35abe320dff7a2cf394505b375e17387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	31.0	60.0
ed558cd49922812573e2e826e4b20e7e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	22.0	67.0
21e80b0c27b90ca6bacb210472910335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	23.0	37.0
9bb8cb8c7071f6a48726c8921840a144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	16.0	61.0
e8fc8f54caab50fb37b912ef03c7a30c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	34.0	70.0
44ecdfbe584c7b967181e31050001fcb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	32.0	57.0
b6cf91a4d3d39117e7a64e494ccc1c7d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	25.0	88.0
622e12719283e7f03b9eeb423ca0c39a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	27.0	57.0
ffe7c2272014e436ffa2edbcd9d5b48b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	37.0	35.0
1e4ed2ae9b6aea3cb625f4d80bdee500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	74.0
fcbb61748537361e8f9cec5f442e5bc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	34.0	53.0
0a675b2115fdfa8aa3caef847e7a6b96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	38.0	50.0
4da63118130ab27a2a8c0928df2e1ce4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	22.0	39.0
c487e71714df69714e7eb491f535539e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	31.0	39.0
8b0b843f81508601c4c0ef287a8249c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	30.0	46.0
1a4b6d07c8ab0d880845e15070bf0e83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	28.0	67.0
2558c40a68ebb7f89188dd220897da96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	78.0
9b08c45621401d300d36b78987dac72f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	32.0	46.0
41f7e0fb89fcb97fe08bfacb58574599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	23.0	59.0
7c93566afb10df88a6384050e74f2e41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	26.0	61.0
3975b1a764bfe2cdeae71bcec3f795bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0
309c1704f90f64ab1d6acbfaeabbb70f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	22.0	41.0
f7e3ecf87d926f5ed4e24282d16b53db	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	16.0	60.0
eddfd30c2b842cdde5ee76e5f810f2af	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	10.0
ef3182ff9de27d0febc183f5753a7795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	15.0	61.0
81d8933191f0ada0c01c736ad857a8d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	60.0
b870e590fd32a08dbfc50e5be687043a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	25.0	49.0
e1d97ffccfaac46488a669a66bc3eae6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	38.0	52.0
9dffe975cc0bc0f77931b10dd7c43bac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	13.0	82.0
3a72116be151de945debc4a8c8b2bf12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	51.0
b65edd5d001d3668dc59db6f69c1be1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	27.0	62.0
5d35fb886117827c6ab9be8243d21337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	29.0	20.0
9a93b7075c5c46e7afb519945e4daecc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	35.0	52.0
90ce41e10836c5381a395aba56acbcce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	31.0	67.0
62dbfd40d23f5a44aa06a93414f8009f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	87.0
15e7f3e8098402b1b42702ad9f0fbfa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	14.0	38.0
365e57e595d2d146d94142c57901bc70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	33.0	37.0
75e6d2e0e8e2f524a7ea5605c410eeac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	18.0	62.0
166bc7de8c55a8a3998679c1e67f2aa7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	20.0	43.0
99f361ffd832e4e13c53e2d0cf18f03e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	31.0	48.0
139b678b0ce45f0a82b9b355d0cace2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	27.0	28.0
3e523b74edc3a3e666e15055da6524eb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	59.0
