"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"5b935d18d1f6aa13526313267e90db1a","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Verrucomicrobiales"," f__Verrucomicrobiaceae"," g__uncultured"," s__uncultured_Verrucomicrobia"
"05803f48eb9fa3aa750b9aefe86950f5","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__TRA3-20"," g__TRA3-20",NA
"395d943cdf9caf8a6b2312ee46941511","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__uncultured"," g__uncultured",NA
"6ec917dabe98c242ed41f7fd5af16fec","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"8655b7438639999f8e15546ce74307f7","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas",NA
"9bde18ea14e1cc698e3520e3fb4a820f","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__IMCC26256"," f__IMCC26256"," g__IMCC26256"," s__uncultured_Ferrimicrobium"
"4195eabcbe956388e1c99e13d9b6f230","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Steroidobacterales"," f__Steroidobacteraceae"," g__uncultured",NA
"b3285df9860255504adcfe287eb91f7c","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__PLTA13"," f__PLTA13"," g__PLTA13",NA
"35abe320dff7a2cf394505b375e17387","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Propionibacteriales"," f__Propionibacteriaceae",NA,NA
"ed558cd49922812573e2e826e4b20e7e","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Corynebacteriales"," f__Mycobacteriaceae"," g__Mycobacterium",NA
"21e80b0c27b90ca6bacb210472910335","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Chitinophagales"," f__Chitinophagaceae"," g__Ferruginibacter",NA
"9bb8cb8c7071f6a48726c8921840a144","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Pirellulales"," f__Pirellulaceae"," g__Pirellula"," s__uncultured_soil"
"e8fc8f54caab50fb37b912ef03c7a30c","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Azospirillales"," f__Azospirillaceae"," g__Skermanella",NA
"44ecdfbe584c7b967181e31050001fcb","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"b6cf91a4d3d39117e7a64e494ccc1c7d","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__Pedosphaeraceae"," s__uncultured_bacterium"
"622e12719283e7f03b9eeb423ca0c39a","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__Gaiella"," s__uncultured_actinobacterium"
"ffe7c2272014e436ffa2edbcd9d5b48b","d__Bacteria"," p__Actinobacteriota"," c__MB-A2-108"," o__MB-A2-108"," f__MB-A2-108"," g__MB-A2-108"," s__metagenome"
"1e4ed2ae9b6aea3cb625f4d80bdee500","d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Paenibacillales"," f__Paenibacillaceae"," g__Paenibacillus",NA
"fcbb61748537361e8f9cec5f442e5bc5","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__Chthoniobacteraceae"," g__Candidatus_Udaeobacter"," s__uncultured_bacterium"
"0a675b2115fdfa8aa3caef847e7a6b96","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"4da63118130ab27a2a8c0928df2e1ce4","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__Microtrichales"," f__Iamiaceae"," g__Iamia",NA
"c487e71714df69714e7eb491f535539e","d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae"," g__Bacillus",NA
"8b0b843f81508601c4c0ef287a8249c9","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Hyphomicrobiaceae"," g__Pedomicrobium",NA
"1a4b6d07c8ab0d880845e15070bf0e83","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__Chthoniobacteraceae"," g__Candidatus_Udaeobacter",NA
"2558c40a68ebb7f89188dd220897da96","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Sutterellaceae"," g__uncultured",NA
"9b08c45621401d300d36b78987dac72f","d__Bacteria"," p__Chloroflexi"," c__Chloroflexia"," o__Thermomicrobiales"," f__JG30-KF-CM45"," g__JG30-KF-CM45"," s__metagenome"
"41f7e0fb89fcb97fe08bfacb58574599","d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Tepidisphaerales"," f__WD2101_soil_group"," g__WD2101_soil_group"," s__uncultured_bacterium"
"7c93566afb10df88a6384050e74f2e41","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiales_Incertae_Sedis"," g__Nordella",NA
"3975b1a764bfe2cdeae71bcec3f795bd","d__Bacteria"," p__Chloroflexi"," c__KD4-96"," o__KD4-96"," f__KD4-96"," g__KD4-96",NA
"309c1704f90f64ab1d6acbfaeabbb70f","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__uncultured"," s__uncultured_bacterium"
"f7e3ecf87d926f5ed4e24282d16b53db","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__uncultured"," s__uncultured_Verrucomicrobia"
"eddfd30c2b842cdde5ee76e5f810f2af","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Pseudomonas",NA
"ef3182ff9de27d0febc183f5753a7795","d__Bacteria"," p__Chloroflexi"," c__JG30-KF-CM66"," o__JG30-KF-CM66"," f__JG30-KF-CM66"," g__JG30-KF-CM66",NA
"81d8933191f0ada0c01c736ad857a8d0","d__Bacteria"," p__Acidobacteriota"," c__Subgroup_11"," o__Subgroup_11"," f__Subgroup_11"," g__Subgroup_11"," s__uncultured_bacterium"
"b870e590fd32a08dbfc50e5be687043a","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Pirellulales"," f__Pirellulaceae"," g__Pirellula"," s__metagenome"
"e1d97ffccfaac46488a669a66bc3eae6","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured"," g__uncultured",NA
"9dffe975cc0bc0f77931b10dd7c43bac","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__uncultured"," g__uncultured",NA
"3a72116be151de945debc4a8c8b2bf12","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__Chthoniobacteraceae"," g__Chthoniobacter",NA
"b65edd5d001d3668dc59db6f69c1be1f","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Nitrosomonadaceae"," g__MND1",NA
"5d35fb886117827c6ab9be8243d21337","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Beijerinckiaceae"," g__alphaI_cluster",NA
"9a93b7075c5c46e7afb519945e4daecc","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"90ce41e10836c5381a395aba56acbcce","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Micrococcales"," f__Microbacteriaceae"," g__Agromyces"," s__Agromyces_ramosus"
"62dbfd40d23f5a44aa06a93414f8009f","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Ramlibacter",NA
"15e7f3e8098402b1b42702ad9f0fbfa2","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae"," g__Mesorhizobium"," s__Mesorhizobium_albiziae"
"365e57e595d2d146d94142c57901bc70","d__Bacteria"," p__Firmicutes"," c__Bacilli"," o__Bacillales"," f__Bacillaceae"," g__Bacillus"," s__Bacillus_nealsonii"
"75e6d2e0e8e2f524a7ea5605c410eeac","d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Gemmatimonadales"," f__Gemmatimonadaceae"," g__uncultured",NA
"166bc7de8c55a8a3998679c1e67f2aa7","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__Gaiella",NA
"99f361ffd832e4e13c53e2d0cf18f03e","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Azospirillales"," f__Azospirillaceae"," g__Skermanella",NA
"139b678b0ce45f0a82b9b355d0cace2a","d__Bacteria"," p__Chloroflexi"," c__Chloroflexia"," o__Thermomicrobiales"," f__JG30-KF-CM45"," g__JG30-KF-CM45",NA
"3e523b74edc3a3e666e15055da6524eb","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"fc8c006f5b7060bb91ca211e17de3d0c","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__uncultured"," s__metagenome"
"52a0f29a826281907ae9369c7fdfebe5","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae",NA,NA
"701e9ad90a01d53f16774adfff61c6c6","d__Bacteria"," p__Actinobacteriota"," c__Rubrobacteria"," o__Rubrobacterales"," f__Rubrobacteriaceae"," g__Rubrobacter",NA
"b1ea7ee256cd935e7a1225338058d4b8","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__Microtrichales"," f__Ilumatobacteraceae"," g__uncultured",NA
"f679fa656aed2a3b06f7710a658eee34","d__Bacteria"," p__Entotheonellaeota"," c__Entotheonellia"," o__Entotheonellales"," f__Entotheonellaceae"," g__Entotheonellaceae"," s__uncultured_bacterium"
"32513447fb56305df81107202b489bbf","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Cytophagales"," f__Microscillaceae"," g__uncultured"," s__metagenome"
"b01bc611e785f6a84258d87e31283a2f","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"088e398e7cd45624b9f0ba1836ab6a96","d__Bacteria"," p__Chloroflexi"," c__JG30-KF-CM66"," o__JG30-KF-CM66"," f__JG30-KF-CM66"," g__JG30-KF-CM66"," s__uncultured_bacterium"
"bf43271b6b902a51a84e1924f2fcf9fe","d__Bacteria"," p__Chloroflexi"," c__Chloroflexia"," o__Thermomicrobiales"," f__JG30-KF-CM45"," g__JG30-KF-CM45"," s__uncultured_bacterium"
"6c3a5a444f70c2fe24044ccda23cb4cb","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Steroidobacterales"," f__Steroidobacteraceae"," g__Steroidobacter",NA
"1d89f40659048959a0f56fa8e8f91c9f","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"864650d5e776ae5db77b1609a43d56a3","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Xanthobacteraceae"," g__Rhodoplanes",NA
"3e8cbabd6bf71cf46ef64eec3ae6e657","d__Bacteria"," p__Firmicutes"," c__Clostridia"," o__Clostridiales"," f__Clostridiaceae"," g__Clostridium_sensu_stricto_13"," s__Clostridium_estertheticum"
"c71254c06e836c6d0c90d820ea45eecb","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__Gaiella"," s__uncultured_organism"
"69dc58c19f0c2347682b9fb239b0e713","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__Gaiella"," s__uncultured_actinobacterium"
"dad024073f6358138b3200d9e424c293","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae",NA,NA
"baf18eec504bcf3b302b9d9e7e2d5c43","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Frankiales"," f__Geodermatophilaceae"," g__Blastococcus",NA
"00c63abd94b855ff0169ce859e704e62","d__Bacteria"," p__Methylomirabilota"," c__Methylomirabilia"," o__Rokubacteriales"," f__WX65"," g__WX65"," s__bacterium_WX65"
"15a35ef77929af7fb493be56e170d774","d__Bacteria"," p__Latescibacterota"," c__Latescibacterota"," o__Latescibacterota"," f__Latescibacterota"," g__Latescibacterota"," s__metagenome"
"88cbdc7646b77440bc401e5b897513d2","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium",NA
"01ae2f78bdf7a39a687f9ccb7d7c42ba","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__Pedosphaeraceae"," s__uncultured_soil"
"6a817ad430bbcadd29c75840b4fd25c4","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Propionibacteriales"," f__Nocardioidaceae"," g__Marmoricola",NA
"99b0244b132adc773caf9c564128a186","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Nitrosomonadaceae"," g__mle1-7"," s__uncultured_beta"
"089ab8c51e3b228ac332f165012b7771","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__uncultured"," g__uncultured",NA
"5a7c30317593087916cf250815e33158","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Verrucomicrobiales"," f__Rubritaleaceae"," g__Luteolibacter",NA
"1e9e15dc358cfeb96b055d79af0c5a9d","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Corynebacteriales"," f__Nocardiaceae"," g__Rhodococcus"," s__Rhodococcus_globerulus"
"834853d6aeb54959377992cbcf712df9","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Propionibacteriales"," f__Propionibacteriaceae"," g__Microlunatus"," s__uncultured_bacterium"
"c992f59c055c7941ffb84143a6f8ed1f","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured"," g__uncultured"," s__uncultured_actinobacterium"
"0c8bf2b51ffe959e6b2f98ce8dd1884b","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Xanthomonadaceae"," g__Lysobacter"," s__Lysobacter_sp."
"a1bbdfe203c55bff8c6c88ef798e93fc","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Pirellulales"," f__Pirellulaceae"," g__Pir4_lineage",NA
"1d758e9a34a91f339dc3882eec2882b3","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Cytophagales"," f__Microscillaceae"," g__OLB12"," s__uncultured_bacterium"
"fe1f9c1511f40357b7ff3f062a9e9a2f","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Frankiales"," f__Nakamurellaceae"," g__Nakamurella",NA
"6ec04ba8d5528600d01030e6ce4a62e1","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Corynebacteriales"," f__Mycobacteriaceae"," g__Mycobacterium"," s__uncultured_Mycobacteriaceae"
"94f6033c81d39f2eb543b19d07fd4103","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae"," s__uncultured_Acidobacteriaceae"
"3523ba505009bcbe583522de74218046","d__Bacteria"," p__Acidobacteriota"," c__Blastocatellia"," o__Pyrinomonadales"," f__Pyrinomonadaceae"," g__RB41",NA
"7b7054596dc761758edea4794efcbd80","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__uncultured"," g__uncultured",NA
"aacec2cc4d3b17f54f3b91ba1e645111","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"e2352beb995ba39a2ea87ea97045893e","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Sphingomonadaceae"," g__Sphingomonas",NA
"f557b7e4ba5750d420786082ecf0c54b","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured"," g__uncultured",NA
"6c8a5633142d4bc7bf39f7a656e2b936","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"9e8e8c4b1d2cc04030fec224f77e8f60","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__Microtrichales"," f__Ilumatobacteraceae",NA,NA
"a7249790e65bdb0a031337bf64a7b113","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Cytophagales"," f__Microscillaceae"," g__uncultured"," s__metagenome"
"68e590be89338b5774c87a933fd00cb5","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Cytophagales"," f__Microscillaceae"," g__OLB12"," s__uncultured_bacterium"
"a4312194e14d076ef40cc5a6e753d4bc","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Pirellulales"," f__Pirellulaceae"," g__Pirellula"," s__uncultured_soil"
"9fa44883bffef4dca3963c040bd09b0b","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Solirubrobacterales"," f__67-14"," g__67-14"," s__uncultured_bacterium"
"503cdfdd8b2f3ce9c357ce2bfa0fe8cc","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__IMCC26256"," f__IMCC26256"," g__IMCC26256",NA
"bf1a93aac24ff7ef4081f081cca43a02","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Tistrellales"," f__Geminicoccaceae"," g__Candidatus_Alysiosphaera"," s__metagenome"
"1836475ffde7d6f60957b5b29e01af2a","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured"," g__uncultured"," s__uncultured_bacterium"
"929361b3ad3fbf8dc16f6466a483fef8","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiaceae",NA,NA
"c80bf71a7f5e3e3bed54d9dcf082b30b","d__Bacteria"," p__Acidobacteriota"," c__Thermoanaerobaculia"," o__Thermoanaerobaculales"," f__Thermoanaerobaculaceae"," g__Subgroup_10"," s__uncultured_bacterium"
"e497a854963591a231355abbf12a48ed","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Chthoniobacterales"," f__Chthoniobacteraceae"," g__Chthoniobacter"," s__uncultured_bacterium"
"ac45ffdd6ea04f05e20618dff494cf53","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Chitinophagales"," f__Chitinophagaceae"," g__Ferruginibacter",NA
"69aff1b72d79b711b1abd3b1292b52b2","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium"," s__metagenome"
"4c4f7ca27f454acc452fb9bab89670d1","d__Bacteria"," p__Acidobacteriota"," c__Blastocatellia"," o__11-24"," f__11-24"," g__11-24"," s__uncultured_Acidobacteria"
"9975e0ee7f99db639c6872d7d17a9bc4","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Pedobacter",NA
"e87605af38d7adbc36e9bf2ccb4b9ed1","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium",NA
"f9629cfdeca6c3b5c13d3032e4e8b1f9","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Gemmatales"," f__Gemmataceae"," g__uncultured"," s__uncultured_bacterium"
"f3b0e55a7ceaf06fd14182eafead55ec","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Micrococcales"," f__Intrasporangiaceae",NA,NA
"940bfda4eeda21c06a91b68a52c9a51a","d__Bacteria"," p__Actinobacteriota"," c__MB-A2-108"," o__MB-A2-108"," f__MB-A2-108"," g__MB-A2-108"," s__uncultured_bacterium"
"a51b2d8074d9fc1b76a1df21bd125ee1","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Pirellulales"," f__Pirellulaceae"," g__Pir4_lineage"," s__uncultured_bacterium"
"e3f48ce6f9066d32dcbbdf3aa24f1eb4","d__Bacteria"," p__Chloroflexi"," c__OLB14"," o__OLB14"," f__OLB14"," g__OLB14"," s__uncultured_bacterium"
"3ea9ea7670577d664b5e0e5617229810","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__Microtrichales"," f__Ilumatobacteraceae"," g__uncultured",NA
"b6f160133183b48d15ea017ba9dd8f3f","d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Pedosphaerales"," f__Pedosphaeraceae"," g__ADurb.Bin063-1",NA
"941bb2a3b1d1e2c025be0cf977291d73","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Gemmatales"," f__Gemmataceae"," g__Fimbriiglobus",NA
"fa391e5b06ddb0329ebec026986b08be","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Corynebacteriales"," f__Mycobacteriaceae"," g__Mycobacterium",NA
"5d22a17187000352ffd88c4214273b2e","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Pseudomonas",NA
"d5737adb859c23d0e7f07c4ee87b0134","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__Gaiellaceae"," g__Gaiella",NA
"8469d2c13a1b43802dd8954d60210f46","d__Bacteria"," p__Acidobacteriota"," c__Vicinamibacteria"," o__Vicinamibacterales"," f__Vicinamibacteraceae"," g__Vicinamibacteraceae",NA
"8d719cf393e9de229927f66528142316","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Gemmatales"," f__Gemmataceae"," g__uncultured"," s__uncultured_bacterium"
"cf2a13de6d0313e60fed3de3dee74900","d__Bacteria"," p__Actinobacteriota"," c__Actinobacteria"," o__Streptomycetales"," f__Streptomycetaceae"," g__Streptomyces",NA
"9f57648cdabe8887ac68e6dbb22151c7","d__Bacteria"," p__Methylomirabilota"," c__Methylomirabilia"," o__Rokubacteriales"," f__Rokubacteriales"," g__Rokubacteriales"," s__uncultured_bacterium"
"b5c5684d235f82f3eb9d2ba6373f4af4","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Pseudomonadaceae"," g__Pseudomonas",NA
"9af6db0c3d40f03fa4dc90ea51e4d419","d__Bacteria"," p__Actinobacteriota"," c__Thermoleophilia"," o__Gaiellales"," f__uncultured"," g__uncultured",NA
"8d7de15861e30c5d154ea4da73c21abf","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Azospirillales"," f__Azospirillaceae"," g__Skermanella",NA
"c76fda948d56f08783d2a5f3d0ad3ff7","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Flavobacterium",NA
"4b29f511f269196a4e10c4f2a7856bf9","d__Bacteria"," p__Proteobacteria"," c__Gammaproteobacteria"," o__Burkholderiales"," f__Comamonadaceae"," g__Ramlibacter",NA
"166d113b5d6d93485390cc89713ab97a","d__Bacteria"," p__Proteobacteria"," c__Alphaproteobacteria"," o__Rhizobiales"," f__Rhizobiales_Incertae_Sedis"," g__uncultured",NA
"aa751535e84b304249181a1aee7c0266","d__Bacteria"," p__Actinobacteriota"," c__Acidimicrobiia"," o__Microtrichales"," f__Ilumatobacteraceae"," g__Ilumatobacter",NA
"feff74fb33762d0368e885e9e1272953","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Isosphaerales"," f__Isosphaeraceae"," g__uncultured"," s__uncultured_bacterium"
